V4_0,time_codelist,time,geography_codelist,geography,estimate_codelist,estimate,measureofwellbeing_codelist,measureofwellbeing
48.64,year ending,October 2013 - September 2014,W92000004,Wales,good,Good,worthwhile,Worthwhile
33.43,year ending,October 2013 - September 2014,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.94,year ending,October 2013 - September 2014,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.27,year ending,October 2013 - September 2014,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.87,year ending,October 2013 - September 2014,S92000003,Scotland,good,Good,worthwhile,Worthwhile
32.92,year ending,October 2013 - September 2014,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
2.9,year ending,October 2013 - September 2014,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
12.75,year ending,October 2013 - September 2014,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
41.46,year ending,October 2013 - September 2014,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
42.89,year ending,October 2013 - September 2014,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.79,year ending,January 2014 - December 2014,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.77,year ending,January 2014 - December 2014,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.82,year ending,January 2014 - December 2014,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.08,year ending,January 2014 - December 2014,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.97,year ending,January 2014 - December 2014,E92000001,England,poor,Poor,worthwhile,Worthwhile
13.18,year ending,January 2014 - December 2014,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.26,year ending,January 2014 - December 2014,E92000001,England,good,Good,worthwhile,Worthwhile
33.6,year ending,January 2014 - December 2014,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.51,year ending,January 2014 - December 2014,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
13.53,year ending,January 2014 - December 2014,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.39,year ending,January 2014 - December 2014,W92000004,Wales,good,Good,worthwhile,Worthwhile
33.56,year ending,January 2014 - December 2014,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.89,year ending,January 2014 - December 2014,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.22,year ending,January 2014 - December 2014,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.62,year ending,January 2014 - December 2014,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.27,year ending,January 2014 - December 2014,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.01,year ending,January 2014 - December 2014,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
11.94,year ending,January 2014 - December 2014,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
40.75,year ending,January 2014 - December 2014,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
44.3,year ending,January 2014 - December 2014,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.82,year ending,April 2014 - March 2015,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.78,year ending,April 2014 - March 2015,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.84,year ending,April 2014 - March 2015,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.1,year ending,April 2014 - March 2015,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.78,year ending,April 2014 - March 2015,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.93,year ending,April 2014 - March 2015,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.13,year ending,April 2014 - March 2015,E92000001,England,good,Good,worthwhile,Worthwhile
34.16,year ending,April 2014 - March 2015,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.46,year ending,April 2014 - March 2015,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
13.35,year ending,April 2014 - March 2015,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.52,year ending,April 2014 - March 2015,W92000004,Wales,good,Good,worthwhile,Worthwhile
33.68,year ending,April 2014 - March 2015,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.75,year ending,April 2014 - March 2015,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
11.7,year ending,April 2014 - March 2015,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
51.3,year ending,April 2014 - March 2015,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.24,year ending,April 2014 - March 2015,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
2.9,year ending,April 2014 - March 2015,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
12.69,year ending,April 2014 - March 2015,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
39.59,year ending,April 2014 - March 2015,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
44.82,year ending,April 2014 - March 2015,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.83,year ending,July 2014 - June 2015,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.79,year ending,July 2014 - June 2015,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,July 2014 - June 2015,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.13,year ending,July 2014 - June 2015,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.64,year ending,July 2014 - June 2015,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.77,year ending,July 2014 - June 2015,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.4,year ending,July 2014 - June 2015,E92000001,England,good,Good,worthwhile,Worthwhile
34.18,year ending,July 2014 - June 2015,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.37,year ending,July 2014 - June 2015,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
13.15,year ending,July 2014 - June 2015,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.85,year ending,July 2014 - June 2015,W92000004,Wales,good,Good,worthwhile,Worthwhile
33.64,year ending,July 2014 - June 2015,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.71,year ending,July 2014 - June 2015,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
11.85,year ending,July 2014 - June 2015,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
51.13,year ending,July 2014 - June 2015,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.31,year ending,July 2014 - June 2015,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
2.93,year ending,July 2014 - June 2015,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
11.77,year ending,July 2014 - June 2015,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
39.61,year ending,July 2014 - June 2015,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
45.68,year ending,July 2014 - June 2015,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.84,year ending,October 2014 - September 2015,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.8,year ending,October 2014 - September 2015,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.82,year ending,October 2014 - September 2015,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.11,year ending,October 2014 - September 2015,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.58,year ending,October 2014 - September 2015,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.73,year ending,October 2014 - September 2015,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.35,year ending,October 2014 - September 2015,E92000001,England,good,Good,worthwhile,Worthwhile
34.34,year ending,October 2014 - September 2015,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.28,year ending,October 2014 - September 2015,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
13.09,year ending,October 2014 - September 2015,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.7,year ending,October 2014 - September 2015,W92000004,Wales,good,Good,worthwhile,Worthwhile
33.93,year ending,October 2014 - September 2015,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.81,year ending,October 2014 - September 2015,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
11.95,year ending,October 2014 - September 2015,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
51.06,year ending,October 2014 - September 2015,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.18,year ending,October 2014 - September 2015,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.62,year ending,October 2014 - September 2015,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
10.58,year ending,October 2014 - September 2015,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
40.55,year ending,October 2014 - September 2015,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
45.25,year ending,October 2014 - September 2015,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.84,year ending,January 2015 - December 2015,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.81,year ending,January 2015 - December 2015,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,January 2015 - December 2015,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.03,year ending,January 2015 - December 2015,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.49,year ending,January 2015 - December 2015,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.86,year ending,January 2015 - December 2015,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.34,year ending,January 2015 - December 2015,E92000001,England,good,Good,worthwhile,Worthwhile
34.31,year ending,January 2015 - December 2015,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.06,year ending,January 2015 - December 2015,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.99,year ending,January 2015 - December 2015,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.84,year ending,January 2015 - December 2015,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.11,year ending,January 2015 - December 2015,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.82,year ending,January 2015 - December 2015,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.16,year ending,January 2015 - December 2015,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.73,year ending,January 2015 - December 2015,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.29,year ending,January 2015 - December 2015,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.96,year ending,January 2015 - December 2015,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
11.26,year ending,January 2015 - December 2015,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
41.46,year ending,January 2015 - December 2015,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
43.32,year ending,January 2015 - December 2015,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.83,year ending,April 2015 - March 2016,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,April 2015 - March 2016,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.82,year ending,April 2015 - March 2016,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.0,year ending,April 2015 - March 2016,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.55,year ending,April 2015 - March 2016,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.91,year ending,April 2015 - March 2016,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.31,year ending,April 2015 - March 2016,E92000001,England,good,Good,worthwhile,Worthwhile
34.23,year ending,April 2015 - March 2016,E92000001,England,very-good,Very good,worthwhile,Worthwhile
3.99,year ending,April 2015 - March 2016,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.55,year ending,April 2015 - March 2016,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
49.36,year ending,April 2015 - March 2016,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.1,year ending,April 2015 - March 2016,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.94,year ending,April 2015 - March 2016,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.37,year ending,April 2015 - March 2016,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.41,year ending,April 2015 - March 2016,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.28,year ending,April 2015 - March 2016,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
4.15,year ending,April 2015 - March 2016,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
11.36,year ending,April 2015 - March 2016,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
42.05,year ending,April 2015 - March 2016,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
42.45,year ending,April 2015 - March 2016,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.84,year ending,July 2015 - June 2016,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,July 2015 - June 2016,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.81,year ending,July 2015 - June 2016,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.04,year ending,July 2015 - June 2016,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.57,year ending,July 2015 - June 2016,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.86,year ending,July 2015 - June 2016,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.23,year ending,July 2015 - June 2016,E92000001,England,good,Good,worthwhile,Worthwhile
34.34,year ending,July 2015 - June 2016,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.01,year ending,July 2015 - June 2016,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.32,year ending,July 2015 - June 2016,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
49.43,year ending,July 2015 - June 2016,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.24,year ending,July 2015 - June 2016,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
4.0,year ending,July 2015 - June 2016,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.46,year ending,July 2015 - June 2016,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.43,year ending,July 2015 - June 2016,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.12,year ending,July 2015 - June 2016,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.86,year ending,July 2015 - June 2016,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
10.95,year ending,July 2015 - June 2016,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
42.1,year ending,July 2015 - June 2016,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
43.09,year ending,July 2015 - June 2016,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.84,year ending,October 2015 - September 2016,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.82,year ending,October 2015 - September 2016,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.82,year ending,October 2015 - September 2016,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.05,year ending,October 2015 - September 2016,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.56,year ending,October 2015 - September 2016,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.71,year ending,October 2015 - September 2016,E92000001,England,fair,Fair,worthwhile,Worthwhile
49.24,year ending,October 2015 - September 2016,E92000001,England,good,Good,worthwhile,Worthwhile
34.49,year ending,October 2015 - September 2016,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.12,year ending,October 2015 - September 2016,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.56,year ending,October 2015 - September 2016,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.86,year ending,October 2015 - September 2016,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.46,year ending,October 2015 - September 2016,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.81,year ending,October 2015 - September 2016,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.52,year ending,October 2015 - September 2016,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.77,year ending,October 2015 - September 2016,S92000003,Scotland,good,Good,worthwhile,Worthwhile
32.9,year ending,October 2015 - September 2016,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.22,year ending,October 2015 - September 2016,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
10.94,year ending,October 2015 - September 2016,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
43.63,year ending,October 2015 - September 2016,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
42.2,year ending,October 2015 - September 2016,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.85,year ending,January 2016 - December 2016,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,January 2016 - December 2016,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.8,year ending,January 2016 - December 2016,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.08,year ending,January 2016 - December 2016,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.56,year ending,January 2016 - December 2016,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.55,year ending,January 2016 - December 2016,E92000001,England,fair,Fair,worthwhile,Worthwhile
48.99,year ending,January 2016 - December 2016,E92000001,England,good,Good,worthwhile,Worthwhile
34.89,year ending,January 2016 - December 2016,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.23,year ending,January 2016 - December 2016,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.46,year ending,January 2016 - December 2016,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.45,year ending,January 2016 - December 2016,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.87,year ending,January 2016 - December 2016,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
4.02,year ending,January 2016 - December 2016,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.43,year ending,January 2016 - December 2016,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.51,year ending,January 2016 - December 2016,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.03,year ending,January 2016 - December 2016,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
2.95,year ending,January 2016 - December 2016,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
10.11,year ending,January 2016 - December 2016,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
45.17,year ending,January 2016 - December 2016,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
41.77,year ending,January 2016 - December 2016,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.86,year ending,April 2016 - March 2017,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,April 2016 - March 2017,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.81,year ending,April 2016 - March 2017,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.08,year ending,April 2016 - March 2017,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.64,year ending,April 2016 - March 2017,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.35,year ending,April 2016 - March 2017,E92000001,England,fair,Fair,worthwhile,Worthwhile
48.85,year ending,April 2016 - March 2017,E92000001,England,good,Good,worthwhile,Worthwhile
35.16,year ending,April 2016 - March 2017,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.32,year ending,April 2016 - March 2017,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.5,year ending,April 2016 - March 2017,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
48.47,year ending,April 2016 - March 2017,W92000004,Wales,good,Good,worthwhile,Worthwhile
34.71,year ending,April 2016 - March 2017,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.82,year ending,April 2016 - March 2017,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.6,year ending,April 2016 - March 2017,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
50.55,year ending,April 2016 - March 2017,S92000003,Scotland,good,Good,worthwhile,Worthwhile
33.03,year ending,April 2016 - March 2017,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.09,year ending,April 2016 - March 2017,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
9.58,year ending,April 2016 - March 2017,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
46.09,year ending,April 2016 - March 2017,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
41.23,year ending,April 2016 - March 2017,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.87,year ending,July 2016 - June 2017,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.85,year ending,July 2016 - June 2017,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.83,year ending,July 2016 - June 2017,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.03,year ending,July 2016 - June 2017,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.63,year ending,July 2016 - June 2017,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.3,year ending,July 2016 - June 2017,E92000001,England,fair,Fair,worthwhile,Worthwhile
48.52,year ending,July 2016 - June 2017,E92000001,England,good,Good,worthwhile,Worthwhile
35.55,year ending,July 2016 - June 2017,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.24,year ending,July 2016 - June 2017,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.27,year ending,July 2016 - June 2017,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
47.9,year ending,July 2016 - June 2017,W92000004,Wales,good,Good,worthwhile,Worthwhile
35.59,year ending,July 2016 - June 2017,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.98,year ending,July 2016 - June 2017,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
12.08,year ending,July 2016 - June 2017,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
49.85,year ending,July 2016 - June 2017,S92000003,Scotland,good,Good,worthwhile,Worthwhile
34.1,year ending,July 2016 - June 2017,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.36,year ending,July 2016 - June 2017,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
9.81,year ending,July 2016 - June 2017,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
46.96,year ending,July 2016 - June 2017,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
39.87,year ending,July 2016 - June 2017,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.87,year ending,October 2016 - September 2017,E92000001,England,mean-average,Mean Average,worthwhile,Worthwhile
7.87,year ending,October 2016 - September 2017,W92000004,Wales,mean-average,Mean Average,worthwhile,Worthwhile
7.86,year ending,October 2016 - September 2017,S92000003,Scotland,mean-average,Mean Average,worthwhile,Worthwhile
8.04,year ending,October 2016 - September 2017,N92000002,Northern Ireland,mean-average,Mean Average,worthwhile,Worthwhile
3.59,year ending,October 2016 - September 2017,E92000001,England,poor,Poor,worthwhile,Worthwhile
12.29,year ending,October 2016 - September 2017,E92000001,England,fair,Fair,worthwhile,Worthwhile
48.66,year ending,October 2016 - September 2017,E92000001,England,good,Good,worthwhile,Worthwhile
35.47,year ending,October 2016 - September 2017,E92000001,England,very-good,Very good,worthwhile,Worthwhile
4.2,year ending,October 2016 - September 2017,W92000004,Wales,poor,Poor,worthwhile,Worthwhile
12.05,year ending,October 2016 - September 2017,W92000004,Wales,fair,Fair,worthwhile,Worthwhile
47.78,year ending,October 2016 - September 2017,W92000004,Wales,good,Good,worthwhile,Worthwhile
35.97,year ending,October 2016 - September 2017,W92000004,Wales,very-good,Very good,worthwhile,Worthwhile
3.82,year ending,October 2016 - September 2017,S92000003,Scotland,poor,Poor,worthwhile,Worthwhile
11.98,year ending,October 2016 - September 2017,S92000003,Scotland,fair,Fair,worthwhile,Worthwhile
49.26,year ending,October 2016 - September 2017,S92000003,Scotland,good,Good,worthwhile,Worthwhile
34.95,year ending,October 2016 - September 2017,S92000003,Scotland,very-good,Very good,worthwhile,Worthwhile
3.39,year ending,October 2016 - September 2017,N92000002,Northern Ireland,poor,Poor,worthwhile,Worthwhile
9.8,year ending,October 2016 - September 2017,N92000002,Northern Ireland,fair,Fair,worthwhile,Worthwhile
46.02,year ending,October 2016 - September 2017,N92000002,Northern Ireland,good,Good,worthwhile,Worthwhile
40.79,year ending,October 2016 - September 2017,N92000002,Northern Ireland,very-good,Very good,worthwhile,Worthwhile
7.29,year ending,April 2011 - March 2012,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.31,year ending,April 2011 - March 2012,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.31,year ending,April 2011 - March 2012,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.39,year ending,April 2011 - March 2012,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.72,year ending,April 2011 - March 2012,E92000001,England,poor,Poor,happiness,Happiness
18.17,year ending,April 2011 - March 2012,E92000001,England,fair,Fair,happiness,Happiness
39.41,year ending,April 2011 - March 2012,E92000001,England,good,Good,happiness,Happiness
31.7,year ending,April 2011 - March 2012,E92000001,England,very-good,Very good,happiness,Happiness
11.26,year ending,April 2011 - March 2012,W92000004,Wales,poor,Poor,happiness,Happiness
17.35,year ending,April 2011 - March 2012,W92000004,Wales,fair,Fair,happiness,Happiness
38.01,year ending,April 2011 - March 2012,W92000004,Wales,good,Good,happiness,Happiness
33.38,year ending,April 2011 - March 2012,W92000004,Wales,very-good,Very good,happiness,Happiness
10.92,year ending,April 2011 - March 2012,S92000003,Scotland,poor,Poor,happiness,Happiness
17.5,year ending,April 2011 - March 2012,S92000003,Scotland,fair,Fair,happiness,Happiness
38.89,year ending,April 2011 - March 2012,S92000003,Scotland,good,Good,happiness,Happiness
32.69,year ending,April 2011 - March 2012,S92000003,Scotland,very-good,Very good,happiness,Happiness
9.83,year ending,April 2011 - March 2012,N92000002,Northern Ireland,poor,Poor,happiness,Happiness
16.37,year ending,April 2011 - March 2012,N92000002,Northern Ireland,fair,Fair,happiness,Happiness
41.11,year ending,April 2011 - March 2012,N92000002,Northern Ireland,good,Good,happiness,Happiness
32.69,year ending,April 2011 - March 2012,N92000002,Northern Ireland,very-good,Very good,happiness,Happiness
7.28,year ending,July 2011 - June 2012,E92000001,England,mean-average,Mean Average,happiness,Happiness
7.29,year ending,July 2011 - June 2012,W92000004,Wales,mean-average,Mean Average,happiness,Happiness
7.32,year ending,July 2011 - June 2012,S92000003,Scotland,mean-average,Mean Average,happiness,Happiness
7.4,year ending,July 2011 - June 2012,N92000002,Northern Ireland,mean-average,Mean Average,happiness,Happiness
10.62,year ending,July 2011 - June 2012,E92000001,England,poor,Poor,happiness,Happiness
18.36,year ending,July 2011 - June 2012,E92000001,England,fair,Fair,happiness,Happiness
39.82,year ending,July 2011 - June 2012,E92000001,England,good,Good,happiness,Happiness
31.21,year ending,July 2011 - June 2012,E92000001,England,very-good,Very good,happiness,Happiness
11.32,year ending,July 2011 - June 2012,W92000004,Wales,poor,Poor,happiness,Happiness
17.86,year ending,July 2011 - June 2012,W92000004,Wales,fair,Fair,happiness,Happiness
38.07,year ending,July 2011 - June 2012,W92000004,Wales,good,Good,happiness,Happiness
32.75,year ending,July 2011 - June 2012,W92000004,Wales,very-good,Very good,happiness,Happiness
10.69,year ending,July 2011 - June 2012,S92000003,Scotland,poor,Poor,happiness,Happiness
17.37,year ending,July 2011 - June 2012,S92000003,Scotland,fair,Fair,happiness,Happiness
39.87,year ending,July 2011 - June 2012,S92000003,Scotland,good,Good,happiness,Happiness
